"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x440908366","x1296959513485074432",2020-08-21 23:56:59,"ukjgs_ugm","Lorem Ipsum 2 https://t.co/MWmyEoq3Ce","Google",37,,,,FALSE,FALSE,0,0,,,,,"goo.gl/fb/Ez4uDi","https://t.co/MWmyEoq3Ce","https://goo.gl/fb/Ez4uDi",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1296959513485074432","UKJGS UGM","Ruang Kesenian Gelanggang UGM","Unit Kesenian Jawa Gaya Surakarta Universitas Gadjah Mada. Be proud n care about Indonesian Culture with us","https://t.co/gpshpdR4Ag",FALSE,909,49,4,2262,42,2011-12-19 14:56:12,FALSE,"https://t.co/gpshpdR4Ag","http://ukjgs.ukm.ugm.ac.id",,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/745119096983851008/dwUxMlRp_normal.jpg"
"x252879018","x1470304977604075522",2021-12-13 08:09:58,"satmenwaugm","Selain itu, perwakilan dari Direktorat Kemahasiswaan UGM @ditmawaugm turut hadir dalam agenda ini sebagai Inspektur Upacara.

Semoga Komandan terpilih periode 2022 dapat melaksanakan tugas dan tanggung jawab dengan baik guna membawa UKM Satmenwa UGM menjadi UKM yang lebih maju.","Twitter Web App",278,"x1470304975502778368","x252879018","satmenwaugm",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x307691335","ditmawaugm","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1470304977604075522","Satuan Resimen Mahasiswa UGM","Universitas Gadjah Mada","📣 Line: @855kfalo
🎬 YouTube: Satmenwa UGM
📱 Instagram: satmenwaugm","https://t.co/tAcjZbLWbx",FALSE,1468,283,6,1392,211,2011-02-16 03:02:54,FALSE,"https://t.co/tAcjZbLWbx","https://menwa.ukm.ugm.ac.id/",,"https://pbs.twimg.com/profile_banners/252879018/1639381529","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1128155487751393280/NeEWS0zG_normal.png"
"x238024663","x1320570803969142785",2020-10-26 03:39:49,"lemfktugm","@abdurrahmanalf_ Wqwq aman Mas. Terima kasih atas sarannya","Twitter for Android",41,"x1320560839829549056","x371633174","abdurrahmanalf_",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x371633174","abdurrahmanalf_","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1320570803969142785","LEM FKT UGM","Yogyakarta","| Lembaga Eksekutif Mahasiswa Fakultas Kehutanan Universitas Gadjah Mada | Sekretariat Bersama Fakultas Kehutanan UGM Jl. Agro No. 1, Bulaksumur,  Yogyakarta","https://t.co/XIczJYbqzK",FALSE,2131,731,9,6124,45,2011-01-14 05:22:43,FALSE,"https://t.co/XIczJYbqzK","http://www.lem.fkt.ugm.ac.id",,"https://pbs.twimg.com/profile_banners/238024663/1583382985","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1313814771280404481/H6izuAsH_normal.jpg"
"x470880100","x1471494445744857109",2021-12-16 14:56:29,"bemftpugm","#KementerianHubunganMasyarakat
#KementerianAkademikPrestasi
#KabinetGeloraKolaborasi
BEM FTP 2021
_______________________________
Line : @oke8451q
Instagram : @bemftpugm
Website : https://t.co/0Bn3eGDA1V
Youtube : BEM FTP UGM","Twitter for Android",225,"x1471494443094052865","x470880100","bemftpugm",FALSE,FALSE,0,0,,,"KementerianHubunganMasyarakat KementerianAkademikPrestasi KabinetGeloraKolaborasi",,"bem.tp.ugm.ac.id","https://t.co/0Bn3eGDA1V","http://bem.tp.ugm.ac.id/",,,,,,,,,"x470880100","bemftpugm","de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1471494445744857109","BEM FTP UGM","Yogyakarta, Indonesia","Akun Twitter Resmi Badan Eksekutif Mahasiswa Fakultas Teknologi Pertanian Universitas Gadjah Mada Yogyakarta
FTP Satu!
Line [at]oke8451q
Instagram [at]bemftpugm","http://t.co/9AakdCz1Qu",FALSE,2269,295,7,5440,15,2012-01-22 07:46:59,FALSE,"http://t.co/9AakdCz1Qu","http://bem.tp.ugm.ac.id",,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/979789968699678721/njVdm_3u_normal.jpg"
"x2542784768","x1468523673766162432",2021-12-08 10:11:42,"UGMAlumni","Teman-teman bisa mendaftar melalui https://t.co/a8MJ5pGtgI dengan periode pendaftaran 7 - 31 Desember 2021.

Yuk segera daftar program Magang dan Studi Independen Bersertifikat Kampus Merdeka guna mempersiapkan SDM unggul untuk Indonesia Maju!","Twitter for iPhone",243,"x1468523670897188864","x2542784768","UGMAlumni",FALSE,FALSE,3,0,,,,,"kampusmerdeka.kemdikbud.go.id","https://t.co/a8MJ5pGtgI","http://kampusmerdeka.kemdikbud.go.id",,,,,,,,,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1468523673766162432","Alumni UGM Official","Yogyakarta, Indonesia","Subdirektorat Hubungan Alumni Universitas Gadjah Mada | 'Stay In Touch, Be Well Connected'","https://t.co/yX1LoPuH2Y",FALSE,4396,29,6,1931,26,2014-06-03 04:51:44,FALSE,"https://t.co/yX1LoPuH2Y","http://alumni.ugm.ac.id",,"https://pbs.twimg.com/profile_banners/2542784768/1542361248","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/819446160909692928/8XaRvtIl_normal.jpg"
"x492306868","x1451061594604113922",2021-10-21 05:43:38,"Gegama_ID","Baru saja mengirim foto https://t.co/fao2gMBDqz","Instagram",47,,,,FALSE,FALSE,0,0,,,,,"instagram.com/p/CVR4RkSPAE7/…","https://t.co/fao2gMBDqz","https://www.instagram.com/p/CVR4RkSPAE7/?utm_medium=twitter",,,,,,,,,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1451061594604113922","GEGAMA","Yogyakarta","Mahasiswa Pencinta Alam 
Fakultas Geografi Universitas Gadjah Mada
Sampai Batas Kami Tak Mampu Lagi","https://t.co/XqjnDXa12U",FALSE,972,106,13,663,37,2012-02-14 15:34:12,FALSE,"https://t.co/XqjnDXa12U","https://linktr.ee/gegama",,"https://pbs.twimg.com/profile_banners/492306868/1584857730","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1241610747815194625/Z8kbQYYj_normal.jpg"
"x1388497247210393604","x1437277030358208517",2021-09-13 04:48:42,"noorsrahmani","https://t.co/6HNqaDxeXv","Twitter for Android",0,,,,FALSE,FALSE,3,0,,,,,,,,"http://pbs.twimg.com/media/E_I712OVEAQbvlC.jpg","https://t.co/6HNqaDxeXv","https://twitter.com/noorsrahmani/status/1437277030358208517/photo/1","photo","http://pbs.twimg.com/media/E_I712OVEAQbvlC.jpg","https://t.co/6HNqaDxeXv","https://twitter.com/noorsrahmani/status/1437277030358208517/photo/1",,,,"und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1437277030358208517","Noor Rahmani","Yogyakarta, Indonesia","Dosen Psikologi Universitas Gadjah Mada.",,FALSE,418,9,0,37,4,2021-05-01 14:15:34,FALSE,,,,"https://pbs.twimg.com/profile_banners/1388497247210393604/1619881862",,"http://pbs.twimg.com/profile_images/1388508622259310593/qK7ap8tI_normal.jpg"
"x544914401","x771721023108489216",2016-09-02 14:46:44,"bulutangkisUGM","LOMBA FOTO UKM BULUTANGKIS UGM 2016, HADIAH : JERSEY, info lbh lanjut add OA Line UKM Bulutangkis UGM : @clk8592o https://t.co/50HIBPzgcG","Twitter for Android",113,,,,FALSE,FALSE,0,1,,,,,,,,"http://pbs.twimg.com/media/CrW0KvYVYAEpLE5.jpg","https://t.co/50HIBPzgcG","https://twitter.com/bulutangkisUGM/status/771721023108489216/photo/1","photo","http://pbs.twimg.com/media/CrW0KvYVYAEpLE5.jpg","https://t.co/50HIBPzgcG","https://twitter.com/bulutangkisUGM/status/771721023108489216/photo/1",,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/771721023108489216","UKM BULUTANGKIS UGM","Glgg. Mahasiswa UGM Yogyakarta","Official Twitter Account for UKM Bulutangkis Universitas Gadjah Mada | CP : 081939005440 (arik) email : bulutangkis.ugm@gmail.com",,FALSE,1039,210,5,3622,14,2012-04-04 07:13:01,FALSE,,,,"https://pbs.twimg.com/profile_banners/544914401/1415352945","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/3544655285/8f0d2454181b612534264d0ae72b50d7_normal.jpeg"
"x556974888","x1408437176937762817",2021-06-25 14:49:25,"Marissa_FH_UGM","https://t.co/AQBpSOiw5b","Twitter for Android",23,,,,FALSE,FALSE,1,0,,,,,"youtu.be/SBaXL6dXMaE","https://t.co/AQBpSOiw5b","https://youtu.be/SBaXL6dXMaE",,,,,,,,,,,"und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1408437176937762817","Marissa Haque FH UGM","FH UGM, Yogyakarta","Magister Hukum Bisnis Marissa Grace Haque Fawzi dari Fakultas Hukum Universitas Gadjah Mada: Jl. Sosio Justicia. Bulaksumur. Yogyakarta  55281",,FALSE,2569,1709,38,31704,25094,2012-04-18 14:06:34,FALSE,,,,"https://pbs.twimg.com/profile_banners/556974888/1367206046","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/3589310602/de12858035680f17d72728c2423a372b_normal.jpeg"
"x251918893","x1113737435911864320",2019-04-04 09:37:51,"KMTSFTUGM","Ada yg baru nih!
Nantikan, Reuni Akbar KMTS ke-50 guyss
#LUSTRUMXKMTS https://t.co/ksL0bqnmiL","Twitter for iPhone",69,,,,FALSE,FALSE,0,0,,,"LUSTRUMXKMTS",,,,,"http://pbs.twimg.com/media/D3TKSYfUIAANRtB.jpg","https://t.co/ksL0bqnmiL","https://twitter.com/KMTSFTUGM/status/1113737435911864320/photo/1","photo","http://pbs.twimg.com/media/D3TKSYfUIAANRtB.jpg","https://t.co/ksL0bqnmiL","https://twitter.com/KMTSFTUGM/status/1113737435911864320/photo/1",,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1113737435911864320","KMTS FT UGM","ÜT: -7.762834,110.373008","Keluarga Mahasiswa Teknik Sipil, Fakultas Teknik, Universitas Gadjah Mada.

Jl. Grafika No. 2 Kampus UGM Yogyakarta 55281.       
Email : adsoskmts@gmail.com","http://t.co/wZNdHObslj",FALSE,1603,33,8,1269,8,2011-02-14 03:16:31,FALSE,"http://t.co/wZNdHObslj","http://kmts.tsipil.ugm.ac.id",,,"http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/460696829189844992/7tJFQUU8_normal.jpeg"
"x1035872797","x1449003762685669377",2021-10-15 13:26:32,"PurwoSantosoUNU","Festival halal fashion 2021 (UKM UNU jogjakarta) https://t.co/baknO2J5rx via @YouTube 
Nominator
Kita lihat yuk","Twitter Web App",111,,,,FALSE,FALSE,2,1,,,,,"youtu.be/xly9C-UgkGc","https://t.co/baknO2J5rx","https://youtu.be/xly9C-UgkGc",,,,,,,,,"x10228272","YouTube","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1449003762685669377","Purwo Santoso","Yogyakarta, Indonesia","Rector of Universitas Nahdlatul Ulama Yogyakarta; Professor, and Director of Doctoral Program on Political Science, Universitas Gadjah Mada, Indonesia.","https://t.co/Brlsl4FJm5",FALSE,2205,1183,1,251,41,2012-12-25 23:44:39,FALSE,"https://t.co/Brlsl4FJm5","http://ugm.academia.edu/PurwoSantoso",,"https://pbs.twimg.com/profile_banners/1035872797/1449878056","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1362931170711805956/D9U0vpOg_normal.png"
"x523391086","x1447158758421897223",2021-10-10 11:15:09,"ukmswagayugama","@UGM_FESS yukk cek guide book kita🙌

https://t.co/3lTO4NWcTM","Twitter for Android",50,"x1447142438804471814","x1277749122296983552","UGM_FESS",FALSE,FALSE,0,0,,,,,"twitter.com/ukmswagayugama…","https://t.co/3lTO4NWcTM","https://twitter.com/ukmswagayugama/status/1443474877676064768?t=VS1E3aYtZbBV3mMnPPftiA&s=19",,,,,,,,,"x1277749122296983552","UGM_FESS","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1447158758421897223","UKM Swagayugama","Yogyakarta","UKM Universitas Gadjah Mada bidang Kesenian Klasik Gaya Yogyakarta terutama tari dan karawitan

OA Line: @swagayugama
IG: https://t.co/NnvNU42LqI",,FALSE,992,200,5,3536,63,2012-03-13 15:55:45,FALSE,,,,"https://pbs.twimg.com/profile_banners/523391086/1625818537","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1284666792460251137/Jm38H3MT_normal.jpg"
"x2243375155","x1400729083705577478",2021-06-04 08:20:12,"infoPMB_SVUGM","@nurlaiilis @formad_ugm @UGMYogyakarta Data yg sudah dikunci tidak dapat diubah. Sementara abaikan kesalahan tersebut. Perbaikan data bisa Anda lakukan nanti saat Anda sudah dinyatakan diterima sebagai mahasiswa UGM.","Twitter for Android",140,,,,FALSE,TRUE,0,5,,,,,,,,,,,,,,,,"x1248818570454130694","admisiugm","in",,,,,,,,,,,,,,,,"x1400668018468823045","@nurlaiilis @formad_ugm @UGMYogyakarta Data yg sudah dikunci tidak dapat diubah. Sementara abaikan kesalahan tersebut. Perbaikan data bisa Anda lakukan nanti saat Anda sudah dinyatakan diterima sebagai mahasiswa UGM.",2021-06-04 04:17:33,"Twitter for Android",12,5,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1400729083705577478","INFO PMB SV UGM","Yogyakarta","Akun Resmi Informasi Penerimaan Mahasiswa Baru Sekolah Vokasi - Universitas Gadjah Mada | https://t.co/esphFB9Qtm","https://t.co/xW0eKGfQew",FALSE,5005,37,8,6868,177,2013-12-13 04:57:51,FALSE,"https://t.co/xW0eKGfQew","https://um.ugm.ac.id",,"https://pbs.twimg.com/profile_banners/2243375155/1615528751","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1369592274229764098/fsaJTf9Q_normal.jpg"
"x1470012235","x844508425836912640",2017-03-22 11:17:53,"vetpagama","Hari air sedunia dirayakan setiap 22 Maret. Mari tanya pada diri kita : "" Why Waste Water?"". Find out more at:  https://t.co/lLVTVfBAKY https://t.co/CGIEcClaIq","Twitter Web Client",135,,,,FALSE,FALSE,1,0,,,,,"vetpagama.fkh.ugm.ac.id/703-hari-air-s…","https://t.co/lLVTVfBAKY","http://vetpagama.fkh.ugm.ac.id/703-hari-air-sedunia-world-water-day.html","http://pbs.twimg.com/media/C7hK057V4AEwfTW.jpg","https://t.co/CGIEcClaIq","https://twitter.com/vetpagama/status/844508425836912640/photo/1","photo","http://pbs.twimg.com/media/C7hK057V4AEwfTW.jpg","https://t.co/CGIEcClaIq","https://twitter.com/vetpagama/status/844508425836912640/photo/1",,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/844508425836912640","Vetpagama FKH UGM","","veterinary pecinta alam gadjah mada (vetpagama). Fakultas Kedokteran Hewan Universitas Gadjah Mada","http://t.co/QYgRrxNpnH",FALSE,344,249,1,152,9,2013-05-30 15:22:49,FALSE,"http://t.co/QYgRrxNpnH","http://vetpagama.fkh.ugm.ac.id",,,"http://abs.twimg.com/images/themes/theme5/bg.gif","http://pbs.twimg.com/profile_images/378800000637055499/463bb3936c4d1d8b4924516e83b9d5b0_normal.jpeg"
"x74158847","x421103002615676929",2014-01-09 02:15:54,"lppmugm","The 12th http://t.co/nEN7gBUJpQ Board Meeting di Bangkok (12 – 13 Desember 2013) - http://t.co/XqaC35LPTf http://t.co/YZUNKgOpZZ","lppmugmtwit",128,,,,FALSE,FALSE,0,1,,,,,"ProSPER.Net lppm.ugm.ac.id/2014/01/the-12…","http://t.co/nEN7gBUJpQ http://t.co/XqaC35LPTf","http://ProSPER.Net http://lppm.ugm.ac.id/2014/01/the-12th-prosper-net-board-meeting-di-bangkok-12-13-desember-2013/","http://pbs.twimg.com/media/BdgO8x1CUAAGDsw.jpg","http://t.co/YZUNKgOpZZ","https://twitter.com/lppmugm/status/421103002615676929/photo/1","photo","http://pbs.twimg.com/media/BdgO8x1CUAAGDsw.jpg","http://t.co/YZUNKgOpZZ","https://twitter.com/lppmugm/status/421103002615676929/photo/1",,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/421103002615676929","LPPM UGM","Yogyakarta, Indonesia","Akun Resmi Lembaga Penelitian dan Pengabdian kepada Masyarakat, Universitas Gadjah Mada","http://t.co/lBznQ8Nvs7",FALSE,950,20,10,345,0,2009-09-14 13:43:03,FALSE,"http://t.co/lBznQ8Nvs7","http://lppm.ugm.ac.id",,"https://pbs.twimg.com/profile_banners/74158847/1362478627","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/3341376740/4f11b856ea2a7e8ec168bc25c5ab5cf3_normal.jpeg"
"x427291873","x1065571748471541760",2018-11-22 11:44:36,"flpugm","[6 Fakta Tentang Najmi, Nomor 2 Bikin Geger]

Dua (2) hari lagi masa kampanye Pemilwa KM UGM 2018 akan selesai. Masih bingung mau pilih calon presma yang mana?

Pilih yang ini aja boleh kali yaa....
Boleh... https://t.co/vnjzVPyKOE","Facebook",231,,,,FALSE,FALSE,2,1,,,,,"facebook.com/21845342155742…","https://t.co/vnjzVPyKOE","https://www.facebook.com/218453421557425/posts/1922515921151158/",,,,,,,,,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1065571748471541760","Future Leaders Party","Yogyakarta","Mewujudkan Universitas Gadjah Mada yang demokratis dan terbuka bagi segenap mahasiswa serta civitas akademika UGM dan masyarakat | do the things right. |","https://t.co/CJSTlZgjlX",FALSE,741,532,2,2829,130,2011-12-03 10:35:43,FALSE,"https://t.co/CJSTlZgjlX","http://flp-ugm.org",,"https://pbs.twimg.com/profile_banners/427291873/1437549430","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/623753712876437506/rPRb3Muk_normal.jpg"
"x1056895303","x1469209374048415744",2021-12-10 07:36:26,"SAUDC_UGM","----------------------
#SalamKesetaran
#SpecialDay
#OncamDoUpload

For inquiries:
LINE: @miu0595y
Instagram: @pedulidifabelugm
Twitter : SAUDC_UGM
FB: UKM Peduli Difabel UGM
YouTube: UKM PEDULI DIFABEL UGM
Web: https://t.co/NFnPcvF6LR
Email : ukm.pedulidifabel@ugm.ac.id","Twitter for Android",270,"x1469209247661498371","x1056895303","SAUDC_UGM",FALSE,FALSE,0,0,,,"SalamKesetaran SpecialDay OncamDoUpload",,"ukmpedulidifabel.ugm.ac.id","https://t.co/NFnPcvF6LR","http://ukmpedulidifabel.ugm.ac.id",,,,,,,,,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1469209374048415744","UKM Peduli Difabel","Yogyakarta, Indonesia","Students Activity Unit of Diffable Care - Universitas Gadjah Mada 🟡 Line: @miu0595y 🟡 IG: pedulidifabelugm","https://t.co/PXqYDWisYd",FALSE,1136,212,4,4115,76,2013-01-03 04:44:58,FALSE,"https://t.co/PXqYDWisYd","https://www.facebook.com/supportforsaucdugm",,"https://pbs.twimg.com/profile_banners/1056895303/1618025294","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1429097908599590918/4LTUim1w_normal.jpg"
"x418536555","x1470366971204018177",2021-12-13 12:16:18,"IMM_UGM","Selamat atas re-Launching situs web @IMM_UGM 

semoga selalu menjadi situs yang mengedepankan jurnalisme positif serta dapat menjadi wadah dokumentasi jangka panjang untuk mengabadikan sejarah #IMM dan Syiar Dakwah Persyarikatan di lingkuangan @UGMYogyakarta 

#AdaptifBerkemajuan https://t.co/Qr7Qt5r7fB","Twitter for Android",140,,,,FALSE,TRUE,0,4,,,,,,,,,,,,,,,,"x403415256 x418536555","AzkaFalah IMM_UGM","in",,,,,,,,,,,,,,,,"x1470366744740913157","Selamat atas re-Launching situs web @IMM_UGM 

semoga selalu menjadi situs yang mengedepankan jurnalisme positif serta dapat menjadi wadah dokumentasi jangka panjang untuk mengabadikan sejarah #IMM dan Syiar Dakwah Persyarikatan di lingkuangan @UGMYogyakarta 

#AdaptifBerkemajuan https://t.co/Qr7Qt5r7fB",2021-12-13 12:15:24,"Twitter Web App",11,4,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1470366971204018177","Mahasiswa Muhammadiyah","UGM, Yogyakarta","RELIGIUS - INTELEKTUAL - HUMANIS | 
Pelopor Islam Berkemajuan untuk Universitas Gadjah Mada |
part of @pcimmbskm | IG : https://t.co/wRbIneOwvn","https://t.co/yHvgq1FYau",FALSE,1573,241,0,1484,764,2011-11-22 08:59:30,FALSE,"https://t.co/yHvgq1FYau","http://immugm.org",,"https://pbs.twimg.com/profile_banners/418536555/1590104989","http://abs.twimg.com/images/themes/theme7/bg.gif","http://pbs.twimg.com/profile_images/1263012459096375296/IidC6iM6_normal.jpg"
"x282379722","x1424734865446952967",2021-08-09 14:10:36,"KMTM_UGM","Atau dapat melalui website kitabisa : https://t.co/jPzYiE4AWy 

Adapun apabila ingin donasi dalam bentuk barang, maka dapat berupa ;
Masker
Hand sanitizer

#OpenDonation
#SocialProjectKMTM
#DiesNatalisMesinUGM
#SolidarityForever
#MForever","Twitter Web App",238,"x1424731858961453062","x282379722","KMTM_UGM",FALSE,FALSE,1,3,,,"OpenDonation SocialProjectKMTM DiesNatalisMesinUGM SolidarityForever MForever",,"kitabisa.com/campaign/bantu…","https://t.co/jPzYiE4AWy","https://kitabisa.com/campaign/bantulogistiksheltercovid19",,,,,,,,,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1424734865446952967","KMTM UGM","Yogyakarta - Indonesia","Keluarga Mahasiswa Teknik Mesin . Teknik Mesin. Fakultas Teknik. Universitas Gadjah Mada, Solidaritas Mesin UGM! FB : https://t.co/PzgZfXOWJQ | ig: @mesin_ugm","http://t.co/tg8RSPLEdI",FALSE,1877,223,10,3337,29,2011-04-15 03:03:16,FALSE,"http://t.co/tg8RSPLEdI","http://kmtm.ft.ugm.ac.id",,"https://pbs.twimg.com/profile_banners/282379722/1550161514","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/646736630271766528/4XUljQC1_normal.jpg"
"x249945611","x1471119507800297476",2021-12-15 14:06:37,"savirani","@evewarburton @toni_erskine @sdjaffrey Selamat mbak!","Twitter Web App",13,"x1470980885289705473","x1576628610","evewarburton",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1576628610 x804275632179789824 x163782280","evewarburton toni_erskine sdjaffrey","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1471119507800297476","Amalinda Savirani","Yogyakarta","Scholar @dppugm and PhD Program Coordinator,  Dept of Politics and Government, Universitas Gadjah Mada",,FALSE,340,257,2,287,552,2011-02-10 03:00:22,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1261906895821893632/LOyZfhkB_normal.jpg"
"x528096754","x1109436153306984448",2019-03-23 12:46:05,"gamabunta_ugm","Haloooo teman-teman Gamabunta, udah pada tahu pastinya kalau GAMABUNTA akan ikut meramaikan ikimasu.jogja 

Penasaran dengan keseruan Ikimasu nantinya seperti apa? Jangan lupa… https://t.co/sU9iW6k757","Instagram",200,,,,FALSE,FALSE,2,0,,,,,"instagram.com/gamabuntaugm/p…","https://t.co/sU9iW6k757","https://www.instagram.com/gamabuntaugm/p/BvWfArih2Dg/?utm_source=ig_twitter_share&igshid=ynvzmcjq1398",,,,,,,,,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/afde1810fc526ff2.json","Gondomanan","Gondomanan, Indonesia","city","Indonesia","ID","-7.799243 110.366643","110.366643 -7.799243","110.360716 110.374172 110.374172 110.360716 -7.80771 -7.80771 -7.7953333 -7.7953333","https://twitter.com/NA/status/1109436153306984448","Gamabunta UGM","Pusat Studi Jepang UGM","Gadjah Mada Bunka Taika: Komunitas Kebudayaan Jepang, Universitas Gadjah Mada (UGM). https://t.co/6CB4EU9w3Z info.gamabunta@gmail.com","http://t.co/cB54kzpYrq",FALSE,588,215,3,3379,66,2012-03-18 03:19:14,FALSE,"http://t.co/cB54kzpYrq","http://www.gamabunta.org/",,"https://pbs.twimg.com/profile_banners/528096754/1348116897","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1062039595582349312/qPC3exfw_normal.jpg"
